Mcule ID,SMILES,Similarity to hit - Tanimoto coefficient
MCULE-1641729762-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1C=CC(=CC=1)N(C)C,0.634
MCULE-5018655607-0,N1C(C2=CC=C3C(C=CC=C3)=C2)=CSC=1NC1=CC=C(C=C1)N,0.634
MCULE-2630598009-0,N1C(C2=CC=C(C=C2)C2C=CC=CC=2)=CSC=1NC1C=CC=CC=1,0.634
MCULE-6019886272-0,N1C(C2C=CC(C)=CC=2)=CSC=1NC1=CC=C(C=C1)N,0.634
MCULE-6194124869-0,Br.N1C(C2=CC=CC=C2)=CSC=1NC1C=CC(=CC=1)N,0.634
MCULE-4657330414-0,N1C(C2C=CC(=CC=2)N(=O)=O)=CSC=1NC1C=CC=C(C)C=1,0.634
MCULE-5737932714-0,Br.N1C(C2C=CC3=C(C=CC=C3)C=2)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.634
MCULE-6105496651-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1=CC=CC(=C1)C(F)(F)F.Br,0.634
MCULE-3506953701-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC(=CC=1)CC,0.634
MCULE-7502761819-0,C1(SC=C(C2C=CC=CN=2)N=1)NC(=O)C1=CC=CC(C)=C1,0.634
MCULE-2406534110-0,CC1=CC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=CC(C)=C1,0.634
MCULE-2908354218-0,N1=C(N(C)C)SC=C1C1=C(Cl)C=C(C=N1)C(F)(F)F,0.634
MCULE-1167139466-0,C1(=CSC(NC)=N1)C1=C(Cl)C=C(C=N1)C(F)(F)F,0.634
MCULE-6147959682-0,N1C(C2=CC=CN=C2)=CSC=1NC1C=CC(=C(C)C=1)C,0.634
MCULE-9302645042-0,N1C(C2C=CN=CC=2)=CSC=1NC1C=CC=C(N)C=1,0.633
MCULE-3165306380-0,CC1N(C)C(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1,0.633
MCULE-8235172674-0,N1C(=CSC=1NC1=CC=C(C=N1)F)C1=CC(OC)=CC=C1OC,0.633
MCULE-5203537867-0,N1C(C2C=CC3C(=CC=CC=3)C=2)=CSC=1NC1=CC=CC=C1C,0.633
MCULE-8924930818-0,Br.N1C(C2C=CC(=CC=2)C2=CC=CC=C2)=CSC=1NC1C=CC(=CC=1)C,0.633
MCULE-6123107901-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1C=CC=CC=1C,0.633
MCULE-4792418552-0,N1C(C2=CC=C3C(C=CC=C3)=C2)=CSC=1NC1C=CC=C(C=1)C(O)=O,0.632
MCULE-6269705337-0,N1C(C2C=CC=CC=2)=CSC=1NC1C=CC=C(C=1)C(O)=O.Br,0.632
MCULE-4951878705-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1=CC=CC(=C1)C(O)=O,0.632
MCULE-5804005763-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)C1C=CC(=CC=1)C#N,0.632
MCULE-1492604904-0,C1(SC=C(C2C=CC=C(C=2)N2C=NN=N2)N=1)NC1=CC=CC=N1.Cl,0.632
MCULE-8444574018-0,N1C(C2C=CC(=CC=2)F)=CSC=1NC1C=CC=C(C)C=1,0.632
MCULE-8249925228-0,N1C(C2C=CC(=CC=2)O)=CSC=1NC1C=CC=C(C)C=1,0.632
MCULE-9422222334-0,N1C(C2C=CC(=CC=2)Cl)=CSC=1NC1=CC=CC(C)=C1,0.632
MCULE-6724769373-0,N1C(=CSC=1NC1C=CC=C(C)C=1)C1=CC=C(C=C1C)C,0.632
MCULE-4559891242-0,O=C(NC1SC=C(C2=NC=CC=C2)N=1)CCC1CCCC1,0.632
MCULE-7904950519-0,O=C(NC1SC=C(C2=NC=CC=C2)N=1)CC12CC3CC(C1)CC(C3)C2,0.632
MCULE-3477175677-0,CC(C1CCC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)CC1)(C)C,0.632
MCULE-8958341868-0,N1C(C2C=CC(=CC=2)Br)=CSC=1NC1=CC=CC(C)=C1,0.632
MCULE-7024712754-0,N1C(=CSC=1NC1=CC=C(C=N1)Br)C1=CC=CS1,0.631
MCULE-3464029455-0,C(C1=CC=CC=C1)NC1SC=C(C2NC=CC=2)N=1,0.631
MCULE-9605950328-0,C1(SC=C(C2=CC=NC=C2)N=1)NC1N=CC=CN=1.Br,0.631
MCULE-1289803245-0,C1(SC=C(C2C=COC=2)N=1)NC1=C(C=CC=N1)C,0.631
MCULE-3734174976-0,N1C(C2=CC=CC=N2)=CSC=1NC(=O)CCN(C)C1C=CC=C(C)C=1,0.631
MCULE-7785466375-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC=CC=1CC,0.631
MCULE-9921213424-0,[NH+]1C(C2C=CC(C3=CC=CC=C3)=CC=2)=CSC=1NC1=CC=CC=C1.[Br-],0.630
MCULE-9079992367-0,S1C=C(C2C=CC=CC=2)N=C1N(C1C=CC=CC=1)C1C=CC=CC=1,0.630
MCULE-8121789809-0,N1C(C2C=CC(=CC=2)F)=CSC=1NC1C=CC(=C(C)C=1)C,0.630
MCULE-4841282128-0,N1C(C2C=CC(=CC=2)Cl)=CSC=1NC1C=CC(=C(C)C=1)C,0.630
MCULE-4859519677-0,N1C(C2=CC=C(C=C2)N(=O)=O)=CSC=1NC1C=CC=C(C)C=1.Br,0.630
MCULE-7234521656-0,N1C(C2=CC=C(C=C2)Br)=CSC=1NC1=CC=C(C(C)=C1)C,0.630
MCULE-6629126646-0,N1C(C2C=CC(=CC=2)C2=CC=CC=C2)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.630
MCULE-3167477986-0,C1(=CSC(C)=C1C)C1=CSC(NC2=C(C=CC=N2)C)=N1,0.630
MCULE-4334794838-0,Cl.CC1N(C)C(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1,0.630
MCULE-6592665832-0,N1=C(NN)SC=C1C1C=CC=CN=1,0.629
MCULE-2023954358-0,C1(SC=C(C2=CC(C)=CS2)N=1)NC1=C(C=CC=N1)C,0.628
MCULE-1955598956-0,N1C(C2C=CC(=CC=2)CC)=CSC=1NC1C=CC=CC=1,0.628
MCULE-5045054173-0,N1C(C2C=CC=CC=2)=CSC=1NC1=C(C)C=CC=C1C,0.628
MCULE-6416901369-0,N1C(C2=CC=C(C=C2)C(C)(C)C)=CSC=1NC1C=CC=CC=1,0.628
MCULE-4415114247-0,N1C(C2=CC=CC=N2)=CSC=1NC(NCC=C)=O,0.628
MCULE-4430884640-0,O=C(NC1SC=C(C2=NC=CC=C2)N=1)CC1C2CC(CC2)C1,0.628
MCULE-6926685536-0,N1C(=CSC=1NC1C=CC=C(C)C=1)C1=CC=C(C=C1C)C.Cl,0.627
MCULE-7709849863-0,Br.N1C(C2C=CC(=CC=2)Cl)=CSC=1NC1C=CC=C(C)C=1,0.627
MCULE-1927386133-0,C1(SC=C(C2C=COC=2)N=1)NC1=C(C=CC=N1)C.Cl,0.627
MCULE-6898163638-0,CC1=CC(C)=C(NC2SC=C(C3=CC4=C(C=CC=C4)C=C3)N=2)C=C1,0.627
MCULE-9468487363-0,Cl.C1(=CSC(C)=C1C)C1=CSC(NC2=C(C=CC=N2)C)=N1,0.626
MCULE-5761350027-0,N(C1=NC=CC=C1)C1SC=C(C2OC3=C(C=CC=C3)C=2)N=1,0.626
MCULE-1762242494-0,O=C(C1CC1)NC1=CC=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1,0.626
MCULE-9835109924-0,CCN1C(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1C,0.626
MCULE-8873812419-0,ClC1SC(C2N=C(NC3=NC=CC=C3)SC=2)=CC=1,0.626
MCULE-7805590853-0,N1(CCCC1=O)C1=CC(=CC=N1)CNC(=O)NC1SC=C(C2C=CC=CN=2)N=1,0.626
MCULE-1167794445-0,C1(NC2C=CC=C(N)C=2)SC=C(C2C=CC=CC=2)N=1,0.626
MCULE-5215780703-0,N1C(C2C=CC(=CC=2)I)=CSC=1NC1C=CC(=C(C)C=1)C,0.626
MCULE-5290245176-0,Br.N1C(C2C=CC(=CC=2)C2=CC=CC=C2)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.626
MCULE-7121115662-0,N1C(C2=CC=C(C=C2)Cl)=CSC=1NC1=CC=C(C(C)=C1)C.Br,0.626
MCULE-2210549610-0,N1C(C2=CC=C(C=C2)N(=O)=O)=CSC=1NC1=CC=C(C(C)=C1)C,0.626
MCULE-4579294568-0,N1C(C2C=CC(=CC=2)F)=CSC=1NC1C=CC(=C(C)C=1)C.Br,0.626
MCULE-8850531500-0,N1C(C2=CC=CN=C2)=CSC=1NC1C=C(C)C=CC=1C,0.626
MCULE-2426638067-0,ClC1SC(Cl)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1,0.626
MCULE-5451693474-0,ClC1SC(Cl)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1.Cl,0.626
MCULE-8704598780-0,C1(SC=C(C2C=CC=CC=2)N=1)NC1N=C(C)C=C(C)N=1,0.625
MCULE-7556294438-0,C1(SC=C(C2=CC(C)=CS2)N=1)NC1=C(C=CC=N1)C.Cl,0.625
MCULE-2261363621-0,N1=C(N)SC=C1C1=CC=CC(C(O)=O)=N1,0.625
MCULE-4856009031-0,CC1=C(C)C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=CC=C1,0.625
MCULE-2667814503-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC=CC=1C(F)(F)F,0.625
MCULE-7922979763-0,N1C(C2=CC=NC=C2)=CSC=1NC1=CC=C(C=C1)F,0.625
MCULE-7155792739-0,N1C(C2C=CN=CC=2)=CSC=1NC1=CC=C(C=C1)Br,0.625
MCULE-4968252761-0,C1(SC=C(C2C=CC3=C(OCO3)C=2)N=1)NC1=CC=C(C=N1)C,0.625
MCULE-8884332417-0,N1C(C2C=CN=CC=2)=CSC=1NC1C=CC(=CC=1)N(CC)CC,0.625
MCULE-2758676689-0,N1C(C2C=CC=CC=2)=CSC=1NC1C=CC(=CC=1)C(O)=O,0.625
MCULE-1215879957-0,N1=C(N)SC=C1C1C=CC=C(Br)N=1,0.625
MCULE-4759464017-0,FC(OC1=CC(OC(F)F)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1)F,0.624
MCULE-3706910024-0,NC1CC(C(NC2SC=C(C3C=CC=CN=3)N=2)=O)CCC1,0.624
MCULE-7206042754-0,CC1=CC(NC2SC=C(C3=CC=C(N(=O)=O)C=C3)N=2)=C(C)C=C1,0.624
MCULE-7732212849-0,CC1=CC(NC2SC=C(C3=CC=C(NS(C)(=O)=O)C=C3)N=2)=CC=C1,0.624
MCULE-4246329831-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC(=CC=1)C(C)=O,0.624
MCULE-3455401585-0,N1C(C2C=CC(=C(O)C=2)O)=CSC=1NC1=CC=CC(C)=C1,0.624
MCULE-7802027317-0,N1C(C2C=CC(=CC=2)C(C)(C)C)=CSC=1NC1C=CC=C2C=CC=CC=12,0.624
MCULE-8927800624-0,CC1=CC=C(C2N=C(NC3=C(C)C=CC=C3C)SC=2)C=C1,0.624
MCULE-8301502120-0,N1C(C2C=CC(=CC=2)CC)=CSC=1NC1=CC=CC2C=CC=CC1=2,0.624
MCULE-1448255965-0,N1C(C2C=CC(=CC=2)C(C)(C)C)=CSC=1NC1=CC=C2C(C=CC=C2)=C1,0.624
MCULE-2282589935-0,C1(=CC2C=CC=CC=2OC1=O)C1=CSC(NC2=CC(C)=CC=N2)=N1,0.624
MCULE-3886824287-0,C1(SC=C(C2C=CC=C(C=2)N2C=NN=N2)N=1)NC1=C(C=CC=N1)C,0.624
MCULE-5988109906-0,CC(CNC(C1=CC=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1)=O)(C)C,0.624
MCULE-4943465778-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)C1=CC=C(C=C1)C(C1=CC=CC=C1)=O,0.624
MCULE-8096744121-0,N1C(C2C=CN=CC=2)=CSC=1NC1C=CC=NC=1,0.623
MCULE-1430567258-0,CC1=CC(NC2SC=C(C3=CC=C(Br)C=C3)N=2)=CC(C)=C1,0.623
MCULE-2230293330-0,CC1=CC(NC2SC=C(C3=CC=C(F)C=C3)N=2)=CC(C)=C1,0.623
MCULE-3991682757-0,CCN1C(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=C1C.Cl,0.623
MCULE-9304864662-0,ClC1SC(C2N=C(NC3=NC=CC=C3)SC=2)=CC=1.Br,0.623
MCULE-3750422489-0,CCCN1C(C)=C(C2N=C(NC3N=CC=CC=3)SC=2)C=C1C,0.623
MCULE-4091050050-0,N1C(C2C=CN=CC=2)=CSC=1NC1C=CC(=CC=1C)O,0.623
MCULE-2720008538-0,N1C(C2C=CC(=C(O)C=2)O)=CSC=1NC1=CC=C(C(C)=C1)C,0.623
MCULE-2333622481-0,N1C(C2=CC=CC=C2)=CSC=1NC1C=CC=C(C(C)=O)C=1,0.622
MCULE-3886079717-0,N1C(C2=CC=C(C=C2)NC(C)=O)=CSC=1NC1C=CC=C(C)C=1,0.622
MCULE-7947449826-0,N1C(C2=CC=C(C=C2)Cl)=CSC=1NC1C=C(C)C=CC=1C,0.622
MCULE-2652485495-0,N1C(C2=CC=C3C=CC=CC3=C2)=CSC=1NC1C=C(C=C(C=1)C(F)(F)F)C(F)(F)F,0.622
MCULE-7683932818-0,Br.N1C(C2=CC=C(C=C2)N(=O)=O)=CSC=1NC1=CC=C(C(C)=C1)C,0.622
MCULE-9025089208-0,N1C(C2C=CC(=CC=2)I)=CSC=1NC1C=CC(=C(C)C=1)C.Br,0.622
MCULE-3800073206-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC=CC=1Cl,0.622
MCULE-6443543742-0,C1(SC=C(C2C=CC(=CC=2)C)N=1)NC1=NC=CC=N1,0.622
MCULE-1869723613-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)NC1CCCC1,0.621
MCULE-2161862246-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)NC1=CC=CS1,0.621
MCULE-1834394182-0,C1(SC=C(C2C=CC=CN=2)N=1)NC(=O)C1C=CC(=CC=1)Cl,0.621
MCULE-5732228146-0,CC(C(NC1SC=C(C2=NC=CC=C2)N=1)=O)N,0.621
MCULE-1514450186-0,N1C(C2=CC=NC=C2)=CSC=1NC1=CC=C(C=C1)F.Cl,0.621
MCULE-1091922846-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1C=CC(=CC=1)C(O)=O,0.621
MCULE-3164497135-0,C1(N(C)C2=CC=C(C=C2)O)SC=C(C2C=CN=CC=2)N=1,0.621
MCULE-8554290334-0,Br.N1C(C2C=CN=CC=2)=CSC=1NC1C=CC(=CC=1)N(CC)CC,0.621
MCULE-4812426682-0,C1OC2=C(C=C(C3N=C(NC4=NC=CC=C4)SC=3)C=C2)OC1,0.621
MCULE-5227919308-0,N1C(C2=CC=CC=N2)=CSC=1NC(NCCOC)=O,0.621
MCULE-4734417972-0,C1(SC=C(C2C=CC=C(C=2)N2C=NN=N2)N=1)NC1=C(C=CC=N1)C.Cl,0.620
MCULE-5919941913-0,N1C(C2C=CC(=CC=2)N(=O)=O)=CSC=1NC1C=CC=C(C)C=1C,0.620
MCULE-2488819929-0,N1C(C2=CC=NC=C2)=CSC=1NC1C=CC(=C(Cl)C=1)C,0.620
MCULE-9647067259-0,O=C(C1=CN=CC=C1)NC1SC=C(C2=NC=CC=C2)N=1,0.620
MCULE-7371750203-0,N1C(C2C=CC(=CC=2)C(C)(C)C)=CSC=1NC1=CC=C2C(C=CC=C2)=C1.Br,0.620
MCULE-2761844724-0,Br.N1C(C2C=CC(=CC=2)CC)=CSC=1NC1=CC=CC2C=CC=CC1=2,0.620
MCULE-4180774980-0,N1C(C2C=CC(=C(C)C=2)C)=CSC=1NC1=CC=C(C=C1)C,0.620
MCULE-2707942219-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1C=CC(=CC=1)CC,0.620
MCULE-9773745119-0,O=C(C1=CN=C(NC2CC2)C=C1)NC1SC=C(C2=NC=CC=C2)N=1,0.620
MCULE-8474536504-0,CCCN1C(C)=C(C2N=C(NC3N=CC=CC=3)SC=2)C=C1C.Cl,0.620
MCULE-1016300513-0,C1(=C(C)N=C2C=C(C)C=CN12)C1=CSC(NC2=CC=CC(C)=C2)=N1,0.620
MCULE-7210780009-0,CC1N(C2CC2)C(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1,0.620
MCULE-1103417464-0,N1=C(NC2=CC(C)=CC(C)=C2)SC=C1C1=CC(C)=CC=C1C,0.619
MCULE-1140691997-0,N1C(C2C=CC(=CC=2)CC(C)C)=CSC=1NC1=CC(C)=CC(C)=C1,0.619
MCULE-7808976813-0,C1(SC=C(C2C=CC=CC=2)N=1)NC1N=CC=CN=1,0.619
MCULE-8717563249-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)NC1C=CC=CC=1Cl,0.619
MCULE-2161912035-0,N1C(C2=CC=CN=C2)=CSC=1NC1C=CC(=CC=1)C,0.619
MCULE-5931393254-0,BrC1=CN=C(C2N=C(NCC3=CC=CC=C3)SC=2)C=C1,0.618
MCULE-7488381706-0,N1C(C2C=CC=CN=2)=CSC=1NC(CCC(O)=O)=O,0.618
MCULE-6292075569-0,N1C(C2C=CC(=CC=2)Cl)=CSC=1NC1C=CC(=CC=1)C,0.618
MCULE-3913416330-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1=CC=CC(C(C)=O)=C1,0.618
MCULE-7609537317-0,N1C(C2C=CC=CC=2)=CSC=1NC1C=CC=C(C(C)=O)C=1.Br,0.618
MCULE-3134342485-0,N1C(C2=CC=C3C(C=CC=C3)=C2)=CSC=1NC1C=CC=C(C(C)=O)C=1,0.618
MCULE-7261855664-0,N1C(C2C=CC(=CC=2)CC)=CSC=1NC1=CC=CC(=C1)C(F)(F)F,0.618
MCULE-1829820360-0,Br.N1C(C2=CC=C3C=CC=CC3=C2)=CSC=1NC1C=C(C=C(C=1)C(F)(F)F)C(F)(F)F,0.618
MCULE-8038473915-0,CC(C(NC1SC=C(C2=NC=CC=C2)N=1)=O)N.Cl.Cl,0.618
MCULE-2893727632-0,N1C(C2C=CC=CC=2)=CSC=1NC1=CC=C(C=C1)N(CC)CC,0.617
MCULE-2443107090-0,N1C(C2C=CC=CC=2)=CSC=1NC1=CC=C(C=C1)Br,0.617
MCULE-6259795554-0,N1C(C2C=CC=CC=2)=CSC=1NC1C=CC(=CC=1)F,0.617
MCULE-7407948820-0,CC1=C(C)C=C(C2N=C(NC3=CC=CC=C3)SC=2)C=C1,0.617
MCULE-7216684243-0,C1(=CSC(NC2=CN=CC=C2)=N1)C1C=CC(Cl)=CC=1,0.617
MCULE-5196083881-0,O=C(C1C2(CCNCC2)C1)NC1SC=C(C2C=CC=CN=2)N=1,0.617
MCULE-4378373511-0,N1C(C2C=CN=CC=2)=CSC=1NC1C=CC(=CC=1)N(=O)=O,0.617
MCULE-8217526245-0,N1C(C2C=CC(=CC=2)CC)=CSC=1NC1=CC=CC=C1CC,0.617
MCULE-1015572565-0,N1C(C2=CC=C(C=C2)C(C)C)=CSC=1NC1=CC=CC=C1CC,0.617
MCULE-2377959448-0,CC1=CC(NC2SC=C(C3C4=C(C=CC=C4)NC=3)N=2)=CC(C)=C1,0.617
MCULE-7791474107-0,CC1=CC(NC2SC=C(C3=CC4=C(NC(N4)=O)C=C3)N=2)=CC=C1,0.617
MCULE-9316785731-0,ClC1=CC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=CC(Cl)=C1,0.617
MCULE-3013783905-0,FC(C1=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=CC=C1)(F)F,0.617
MCULE-5692714797-0,N1=C(SC=C1C1=CC=C(C)O1)NC1=CC=C(C=N1)C,0.616
MCULE-6932651401-0,CC1N(C2CC2)C(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1.Cl,0.616
MCULE-3301800029-0,N1C(C2C=CC(=C(C)C=2)C)=CSC=1NC1C=CC(=CC=1)C.Cl,0.616
MCULE-7848369091-0,N1C(C2C=CC(=CC=2)C)=CSC=1NC1C=CC(=CC=1)Cl,0.616
MCULE-2775056065-0,Br.N1C(C2C=CC(=C(C)C=2)C)=CSC=1NC1=CC=C(C=C1)C,0.616
MCULE-3281472455-0,N1C(C2C=CC3=C(C=CC=C3)C=2)=CSC=1NC1C=CC(=CC=1)Cl,0.616
MCULE-5694400830-0,N1C(C2C=CC(=CC=2)Cl)=CSC=1NC1C=CC=CC=1,0.616
MCULE-3115167937-0,FC1=CC=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1,0.616
MCULE-7602527925-0,BrC1=CC=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1,0.616
MCULE-2241172563-0,C1(NC2=CC=CC(C)=C2)SC(=C(C2=CC=CC=C2)N=1)C,0.615
MCULE-2078248935-0,N1C(C2C=CC(=CC=2)CC(C)C)=CSC=1NC1=CC(C)=CC(C)=C1.Br,0.615
MCULE-3502280552-0,N1=C(NC2=CC(C)=CC(C)=C2)SC=C1C1=CC(C)=CC=C1C.Br,0.615
MCULE-2030569947-0,N1=C(NC(C)C)SC=C1C1C=C(O)C2C(=CC(=CC=2)OC)N=1,0.615
MCULE-5838269476-0,C1(C(O)=O)=CSC(NC2C=CC=C(C)N=2)=N1,0.615
MCULE-7140265140-0,N1C(C2=CC=NC=C2)=CSC=1NC1=CC=CC(Cl)=C1C,0.615
MCULE-9145868493-0,N1C(C2=CC=NC=C2)=CSC=1NC1=C(C)C=CC(Cl)=C1,0.615
MCULE-4477910814-0,N1C(C2C=CC(=C(O)C=2)O)=CSC=1NC1=CC(C)=CC=C1C,0.615
MCULE-5656636156-0,C1(SC=C(C2=CC=C3C(C=CC=C3)=C2)N=1)NC1N=CC=CN=1,0.615
MCULE-2283250243-0,FC(C1=CC(C(F)(F)F)=CC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=C1)(F)F,0.615
MCULE-7774482253-0,CSCC1=CC=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1,0.615
MCULE-1680743662-0,BrC1=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=CC=C1,0.615
MCULE-1397987098-0,CN1N=CC(C2N=C(NC3=NC=CC=C3)SC=2)=C1,0.614
MCULE-2514234202-0,N1C(C2C=CC=CC=2)=CSC=1NC1=CC=CC=C1CC,0.614
MCULE-1539841398-0,Br.N1C(C2C=CC(=CC=2)Cl)=CSC=1NC1C=CC(C)=CC=1,0.614
MCULE-8552537806-0,C1(=CSC(NC2=CC=CC=C2Cl)=N1)C1C=CC=CC=1,0.614
MCULE-9752147825-0,N1C(=CSC=1NC1=CC=C(C=N1)Br)C1=CC(OC)=CC=C1OC,0.614
MCULE-2672624406-0,N1C(C2=CC=CN=C2)=CSC=1NC1C=CC=CC=1,0.614
MCULE-5742589945-0,N1C(C2C=CC(=CC=2)CC)=CSC=1NC1=CC=CC(=C1)C(F)(F)F.Br,0.614
MCULE-2651513041-0,[C@@]12(C)[C@@]([H])([C@H](C)CCC(=O)NC3SC=C(C4=CC=CC=N4)N=3)CC[C@@]1([H])[C@]1([C@@]([H])([C@@]3(C)CC[C@H](C[C@]3(CC1)[H])O)C[C@@H]2O)[H],0.614
MCULE-9799475889-0,CC(N1CCC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)CC1)=O,0.614
MCULE-3782419439-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1=CC=C(C=C1)F,0.613
MCULE-7614752843-0,N1C(C2=CC=C(C=C2)C)=CSC=1NC1=CC=C(C=C1)Br,0.613
MCULE-3771162563-0,N1C(C2C=CC(=C(C)C=2)C)=CSC=1NC1C=CC=C2C=CC=CC=12,0.613
MCULE-2073592931-0,N1C(C2C=CC=CC=2)=CSC=1NC1C=CC(=CC=1)F.Br,0.613
MCULE-5752406474-0,Br.N1C(C2C=CC=CC=2)=CSC=1NC1=CC=C(C=C1)N(CC)CC,0.613
MCULE-8207825780-0,N1C(C2C=CC3=C(C=CC=C3)C=2)=CSC=1NC1C=CC(=CC=1)F,0.613
MCULE-6136836699-0,N1C(C2=CC=C3C(C=CC=C3)=C2)=CSC=1NC1C=CC(=CC=1)Br,0.613
MCULE-3717118980-0,N1C(C2=CC=CC=C2)=CSC=1NC1=CC=C(C=C1)O,0.613
MCULE-1630475358-0,ClC1=C(Cl)C=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1,0.613
MCULE-8658027892-0,C1(SC=C(C2=CC=CC=N2)N=1)NC(=O)C1=NC(C)=CC(C)=N1,0.613
MCULE-2810363859-0,N1C(C2C=CN=CC=2)=CSC=1NC1=C(Cl)C=CC(=C1)C(F)(F)F,0.613
MCULE-8198266059-0,C1(SC=C(C2C=CC3=C(OCO3)C=2)N=1)NC1=CC=C(C=N1)F,0.613
MCULE-6144750293-0,C1(SC=C(C2=CC=C(C)O2)N=1)NC1=C(C=CC=N1)C,0.613
MCULE-5133698137-0,N1C(C2C=CN=CC=2)=CSC=1NC1C=CC=C(Br)C=1,0.613
MCULE-1242629182-0,N1C(C2=CC=C(C=C2)N)=CSC=1NC1=CC=CC=C1Cl,0.613
MCULE-9825568647-0,O=C(C1=CC=C(N2C(=O)CCC2)C=C1)NC1SC=C(C2=NC=CC=C2)N=1,0.613
MCULE-5948805322-0,CC1N(CC(F)(F)F)C(C)=C(C2N=C(NC3=NC=CC=C3)SC=2)C=1,0.613
MCULE-6413715455-0,C1(=C(C)N=C2SC=CN21)C1=CSC(NC2C=CC=CN=2)=N1,0.613
MCULE-7128547705-0,CC1=C(C)C=C(C2N=C(NC3=CC(C(O)=O)=CC=C3)SC=2)C=C1,0.613
MCULE-4587330537-0,N1C(C2=CC=C(C=C2)CC)=CSC=1NC1=CC=CC(=C1)C(O)=O,0.613
MCULE-5939672799-0,N1C(C2=CC=C(C=C2)NC(C)=O)=CSC=1NC1C=C(C)C=CC=1C,0.613
MCULE-3464300060-0,N1C(C2C=CC(=CC=2)C(C)C)=CSC=1NC1=CC=CC(=C1)C(O)=O,0.613
MCULE-5186453009-0,N1C(C2=CC=CC=N2)=CSC=1NC(=O)CCN(C)C1=CC=C(C=C1)F,0.612
MCULE-4255678794-0,BrC1=CC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=CC=C1,0.612
MCULE-2349164787-0,FC1=CC(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)=CC=C1,0.612
MCULE-1455354653-0,O=C(C1=CC(C#N)=CC=C1)NC1SC=C(C2=NC=CC=C2)N=1,0.612
MCULE-5135135878-0,O=N(C1=CC=C(C(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1)=O,0.612
MCULE-9472988145-0,FC1=CC(F)=C(NC(NC2SC=C(C3=NC=CC=C3)N=2)=O)C=C1,0.612
MCULE-3205535439-0,N1C(C2C=CC(=CC=2)Br)=CSC=1NC1C=CC(=CC=1)C,0.612
MCULE-8316707221-1,C1(C=CC=C2C=CC=CC=12)NC1SC=C(C2=CC=C(Cl)C=C2)N=1,0.612
MCULE-8033348207-0,C1(=CC=C(C)C=C1C)C1=CSC(NC2C=CC(C)=CC=2)=N1,0.612
MCULE-3187819051-0,N1C(C2C=CC(=CC=2)F)=CSC=1NC1=CC=C(C=C1)C,0.612
MCULE-6927067617-0,Br.N1C(C2C=CC(=CC=2)C)=CSC=1NC1C=CC(=CC=1)Cl,0.612
